,10,20,30,40,50,60,70,80,90,100
10,0.13887855,0.6374399,0.7228165,0.72800535,0.83680635,0.80849925,0.88990375,0.87514575,0.8605683,0.840017
20,0.6374399,0.2748484,0.5719238,0.6373614,0.8005315,0.7782846,0.87695125,0.8638182,0.8504889,0.831068
30,0.7228165,0.5719238,0.32013505,0.48628815,0.7400865,0.72792685,0.85537788,0.845146504,0.8336899,0.82129475
40,0.72800535,0.6373614,0.48628815,0.274032,0.6555891,0.657426,0.82516637,0.818508,0.8101713,0.800139
50,0.83680635,0.8005315,0.7400865,0.6555891,0.5466625,0.56678205,0.786323,0.784706685,0.7799331,0.77293875
60,0.80849925,0.7782846,0.72792685,0.657426,0.56678205,0.4561363,0.73879125,0.743776,0.7429753,0.739694
70,0.88990375,0.87695125,0.85537788,0.82516637,0.786323,0.73879125,0.68266375,0.69390495,0.699515345,0.70040475
80,0.87514575,0.8638182,0.845146504,0.818508,0.784706685,0.743776,0.69390495,0.6372672,0.649165445,0.65551374
90,0.8605683,0.8504889,0.8336899,0.8101713,0.7799331,0.7429753,0.699515345,0.649165445,0.5917843,0.60369275
100,0.840017,0.831068,0.82129475,0.800139,0.77293875,0.739694,0.70040475,0.65551374,0.60369275,0.546741
